Test Type,RMSE,DTW min values,DTW max values,DTW avg values,DTW range values,min index,max index,DTW min values by class,DTW max values by class,DTW avg values by class,DTW range values by class,min index by class,max index by class
SmoothSubspace with 5 segments for 5 permutations and nobottleneck,0.92606947228588,3.66194260779163,13.1857661963305,8.7632981498266,9.52382358853885,69,12,"[5.724868442716437, 3.6619426077916257, 5.507192341349209]","[13.185766196330475, 12.79975543497589, 11.632638871638859]","[9.265724088623239, 9.12330398815731, 7.900866372699246]","[7.460897753614038, 9.137812827184263, 6.12544653028965]","[44, 69, 115]","[12, 80, 139]"
SmoothSubspace with 6 segments for 1 permutations and bottleneck,1.03629577667656,4.71300757370477,14.9466604079173,9.12577747896242,10.2336528342125,51,61,"[7.188517340994926, 4.713007573704771, 5.200557407684491]","[12.361327985963978, 14.946660407917303, 11.305454173395756]","[9.57605093586524, 9.316618296520993, 8.484663204501018]","[5.1728106449690525, 10.233652834212531, 6.104896765711264]","[9, 51, 115]","[48, 61, 128]"
SmoothSubspace with 6 segments for 1 permutations and nobottleneck,0.969523513029701,5.86459543006024,13.3455725697058,9.11495642367255,7.48097713964553,136,36,"[6.745566999744767, 7.023953159599744, 5.864595430060241]","[13.345572569705766, 13.173083602340848, 11.80243411708168]","[9.548838345483825, 9.434533120779875, 8.361497804753954]","[6.600005569960999, 6.149130442741104, 5.937838687021438]","[19, 99, 136]","[36, 82, 148]"
SmoothSubspace with 6 segments for 2 permutations and nobottleneck,0.914419827067086,4.19643545631632,12.977568907581,8.5465840256621,8.78113345126471,147,15,"[5.367345287413919, 5.373222557974248, 4.19643545631632]","[12.977568907581029, 11.441680200451739, 11.2792968593213]","[8.927896672161278, 8.971872312045486, 7.739983092779532]","[7.61022362016711, 6.06845764247749, 7.082861403004981]","[6, 54, 147]","[15, 99, 133]"
SmoothSubspace with 6 segments for 3 permutations and nobottleneck,0.853529921420619,2.82297857328084,12.2491685543881,7.90313785987095,9.42618998110721,54,70,"[5.0909475335495, 2.8229785732808432, 4.281316796164988]","[11.52949507760252, 12.24916855438805, 9.430966491297768]","[8.652174597223397, 7.922516030747646, 7.13472295164179]","[6.438547544053021, 9.426189981107207, 5.149649695132781]","[44, 54, 106]","[47, 70, 144]"
SmoothSubspace with 6 segments for 4 permutations and nobottleneck,0.879885867348777,3.57899913235786,12.0612479216598,8.14307134408888,8.48224878930196,54,88,"[5.035082260468943, 3.578999132357862, 5.233374676962544]","[11.62212908074825, 12.06124792165982, 11.508792371918318]","[8.529481878191152, 8.411356396576407, 7.488375757499066]","[6.587046820279307, 8.48224878930196, 6.275417694955774]","[11, 54, 126]","[7, 88, 112]"
SmoothSubspace with 6 segments for 5 permutations and nobottleneck,0.917947140403618,4.18935312701289,12.0696221490269,8.35097628611217,7.88026902201399,126,67,"[5.854208235161719, 4.458969438518585, 4.189353127012894]","[12.044401747393763, 12.069622149026882, 10.426327062233836]","[8.960064230825555, 8.763811044678329, 7.329053582832626]","[6.190193512232044, 7.6106527105082975, 6.236973935220942]","[23, 55, 126]","[37, 67, 149]"
SmoothSubspace with 6 segments for 6 permutations and nobottleneck,0.920371556650208,3.14732713477934,14.4115673211905,8.2832102458161,11.2642401864111,108,67,"[4.941246374752323, 5.6835311390432794, 3.1473271347793412]","[11.616719137928863, 14.411567321190482, 10.77981184663006]","[8.762590285381389, 9.00190828653384, 7.085132165533078]","[6.67547276317654, 8.728036182147203, 7.6324847118507195]","[23, 93, 108]","[40, 67, 124]"
SmoothSubspace with 7 segments for 1 permutations and bottleneck,1.00719892659148,4.8456009741943,13.4790209576044,9.0681930670856,8.63341998341006,147,63,"[6.366970017823805, 6.667158029766949, 4.845600974194295]","[12.639896957323817, 13.479020957604352, 12.224637417791547]","[9.322778272998157, 9.667003700442418, 8.214797227816204]","[6.272926939500012, 6.811862927837403, 7.3790364435972515]","[20, 54, 147]","[6, 63, 116]"
SmoothSubspace with 7 segments for 1 permutations and nobottleneck,0.958496223989128,5.31290614784369,11.9724921128762,9.02128955057811,6.65958596503248,108,23,"[6.270342607588836, 6.260763706260553, 5.3129061478436945]","[11.972492112876175, 11.970572451095704, 10.989762501487093]","[9.517542879915252, 9.416634765179516, 8.129691006639556]","[5.7021495052873385, 5.709808744835151, 5.676856353643398]","[31, 87, 108]","[23, 69, 144]"
SmoothSubspace with 7 segments for 2 permutations and nobottleneck,0.913517944894426,4.44270805656882,11.9591318305024,8.58105118402803,7.51642377393356,54,64,"[6.670930501668288, 4.442708056568818, 5.015900090916253]","[11.46851053885481, 11.95913183050238, 10.410458773220746]","[9.157348970194011, 8.953322892142948, 7.63248168974712]","[4.797580037186522, 7.516423773933563, 5.394558682304493]","[9, 54, 128]","[10, 64, 123]"
SmoothSubspace with 7 segments for 3 permutations and nobottleneck,0.861410800784881,4.66200444179942,12.2904626517355,8.0286413010993,7.62845820993604,102,80,"[5.661183802320773, 5.31293688773806, 4.66200444179942]","[12.219445254561537, 12.290462651735464, 11.372369060749275]","[8.536472602060128, 8.203393122155358, 7.34605817908241]","[6.558261452240764, 6.977525763997404, 6.710364618949855]","[17, 86, 102]","[35, 80, 135]"
SmoothSubspace with 7 segments for 4 permutations and nobottleneck,0.899569643466215,3.92443712873872,12.9868375065095,8.39531605586566,9.06240037777082,136,34,"[6.6058629601940195, 4.94474925679128, 3.9244371287387207]","[12.986837506509541, 12.280606549829836, 9.829179179833718]","[9.145979789372564, 8.520070755808922, 7.5198976224155105]","[6.380974546315522, 7.335857293038556, 5.904742051094997]","[30, 54, 136]","[34, 64, 105]"
SmoothSubspace with 7 segments for 5 permutations and nobottleneck,0.92914201739489,4.45339117600907,12.9329550914659,8.48052790945249,8.47956391545684,126,62,"[6.01575365399772, 5.961830105879677, 4.453391176009073]","[12.044902378117584, 12.932955091465914, 11.548497439476439]","[8.709617041856184, 9.059431770314058, 7.67253491618724]","[6.029148724119864, 6.971124985586236, 7.095106263467366]","[40, 91, 126]","[49, 62, 100]"
SmoothSubspace with 7 segments for 6 permutations and nobottleneck,0.92547022642108,4.64132269301122,12.4788369649651,8.31427788101884,7.83751427195385,54,49,"[5.751606468877853, 4.641322693011219, 4.895992690057006]","[12.478836964965065, 12.330847540919807, 10.622681342207155]","[8.741946522291192, 8.788284805398884, 7.412602315366453]","[6.727230496087213, 7.689524847908588, 5.726688652150149]","[23, 54, 125]","[49, 63, 103]"
SmoothSubspace with 7 segments for 7 permutations and nobottleneck,0.926054689200455,4.94809092087655,13.6596783138238,8.38288466652439,8.71158739294725,147,80,"[5.665758863426647, 5.216353165725239, 4.948090920876546]","[12.190040244279757, 13.659678313823793, 10.4086763643668]","[8.792707069943315, 9.063729114577093, 7.29221781505276]","[6.52428138085311, 8.443325148098555, 5.460585443490253]","[2, 86, 147]","[10, 80, 105]"
SmoothSubspace with 8 segments for 1 permutations and bottleneck,1.03304980681054,4.98407521035906,13.5282528505601,8.81641095510188,8.54417764020106,9,57,"[4.984075210359057, 5.075008943174945, 5.139659725485834]","[11.971329294896428, 13.528252850560119, 11.953493402884849]","[8.852713072878533, 9.653031842066287, 7.9434879503608204]","[6.987254084537371, 8.453243907385174, 6.813833677399015]","[9, 54, 147]","[37, 57, 149]"
SmoothSubspace with 8 segments for 1 permutations and nobottleneck,0.982829041521472,4.91963250789688,12.7829949713287,8.52359890289891,7.86336246343186,9,88,"[4.919632507896882, 6.2136525272937915, 5.404237381827713]","[10.74675033936309, 12.782994971328737, 11.32943585588786]","[8.500092290703849, 9.31228364902096, 7.758420768971922]","[5.827117831466207, 6.5693424440349455, 5.9251984740601475]","[9, 81, 138]","[49, 88, 132]"
SmoothSubspace with 8 segments for 2 permutations and nobottleneck,0.865950240534883,3.91671931871763,11.6835354548114,7.86246797954969,7.76681613609376,16,39,"[3.9167193187176337, 4.202316487075165, 3.972427623181725]","[11.68353545481139, 11.221450328794125, 10.498781168872167]","[8.06683942900934, 8.42402752415866, 7.096536985481058]","[7.766816136093755, 7.01913384171896, 6.5263535456904425]","[16, 54, 122]","[39, 63, 127]"
SmoothSubspace with 8 segments for 3 permutations and nobottleneck,0.839641275502686,3.74248716470108,11.5221982557165,7.66635292701336,7.77971109101539,54,49,"[4.221415134065057, 3.7424871647010782, 4.815965548706715]","[11.522198255716466, 11.4715985838212, 9.768745321677438]","[7.708519796728574, 8.142651974803249, 7.147887009508268]","[7.300783121651409, 7.729111419120121, 4.952779772970723]","[44, 54, 114]","[49, 63, 132]"
SmoothSubspace with 8 segments for 4 permutations and nobottleneck,0.868290164290408,3.90037906538491,11.756858948066,7.67892756469064,7.85647988268111,44,132,"[3.9003790653849117, 5.173516272028861, 4.613155892156471]","[10.69093126881928, 11.549676452636641, 11.75685894806602]","[7.622353270565975, 8.227450328564993, 7.186979094940941]","[6.790552203434369, 6.37616018060778, 7.1437030559095485]","[44, 77, 147]","[23, 61, 132]"
SmoothSubspace with 8 segments for 5 permutations and nobottleneck,0.861911905692004,3.34015918394774,11.9661386605203,7.49012845728107,8.62597947657257,54,63,"[3.9909645141483914, 3.3401591839477396, 3.7896716347255706]","[11.1337677959505, 11.966138660520313, 10.071544141717206]","[7.633280745668026, 8.22258375232618, 6.614520873849005]","[7.142803281802109, 8.625979476572574, 6.281872506991636]","[9, 54, 148]","[5, 63, 111]"
SmoothSubspace with 8 segments for 6 permutations and nobottleneck,0.883162506166967,3.44246991141921,12.9186854775176,7.56796339139637,9.47621556609843,129,122,"[4.91043297191812, 4.417197297438541, 3.4424699114192086]","[11.291357766130995, 11.794882030449294, 12.918685477517634]","[7.726264182575578, 8.151372739034468, 6.8262532525790585]","[6.380924794212874, 7.377684733010753, 9.476215566098425]","[44, 54, 129]","[39, 59, 122]"
SmoothSubspace with 8 segments for 7 permutations and nobottleneck,0.837359438362535,3.56454343369885,11.9893634547919,7.25879852204338,8.42482002109303,138,15,"[3.8840536754324506, 4.077551699690308, 3.564543433698848]","[11.989363454791881, 11.123927839440572, 10.341771916090103]","[7.818099249659026, 7.65385893224914, 6.304437384221973]","[8.10530977935943, 7.046376139750264, 6.777228482391255]","[24, 54, 138]","[15, 69, 146]"
SmoothSubspace with 8 segments for 8 permutations and nobottleneck,0.851093437675266,3.28041586405919,10.5645433877133,7.3113665187099,7.28412752365407,108,90,"[3.4311618347324115, 3.60273558170394, 3.2804158640591883]","[10.262529861194565, 10.564543387713263, 10.411734407190055]","[7.744626884197437, 7.799173922619913, 6.390298749312344]","[6.831368026462154, 6.961807806009323, 7.131318543130867]","[16, 54, 108]","[39, 90, 149]"
SmoothSubspace with 9 segments for 1 permutations and bottleneck,1.01948795802954,5.16276893273959,13.8602251639971,8.864316988905,8.6974562312575,139,62,"[6.443601729414476, 6.714438651285045, 5.162768932739594]","[11.919314184155281, 13.860225163997095, 11.966017598800383]","[9.132310867422712, 9.556741917797773, 7.903898181494515]","[5.475712454740806, 7.14578651271205, 6.803248666060789]","[40, 95, 139]","[15, 62, 133]"
SmoothSubspace with 9 segments for 1 permutations and nobottleneck,0.941444980620366,4.46548872007475,11.8931237868073,8.4463377171063,7.42763506673253,2,62,"[4.46548872007475, 6.3115083729626775, 5.3161213230125055]","[11.442012684744228, 11.893123786807275, 9.874407414086194]","[8.77357620448714, 9.175600584722229, 7.389836362109535]","[6.976523964669478, 5.581615413844597, 4.558286091073689]","[2, 54, 117]","[4, 62, 110]"
SmoothSubspace with 9 segments for 2 permutations and nobottleneck,0.878636851346363,3.38019592340151,12.4408888364765,7.95688503830858,9.06069291307503,148,70,"[5.705207261047581, 5.5006015282784, 3.3801959234015135]","[11.861349241133453, 12.440888836476546, 11.042819542322906]","[8.304642120639995, 8.241636216397582, 7.324376777888164]","[6.156141980085873, 6.940287308198146, 7.662623618921392]","[22, 69, 148]","[30, 70, 104]"
SmoothSubspace with 9 segments for 3 permutations and nobottleneck,0.875378710061889,3.86089026839014,12.0506346566268,7.95073693957569,8.18974438823664,117,44,"[5.684026649712657, 5.014506014975906, 3.8608902683901363]","[12.050634656626777, 11.613937710129136, 10.928071649723378]","[8.413764803526355, 8.431370431827204, 7.0070755833734975]","[6.366608006914119, 6.59943169515323, 7.067181381333242]","[24, 54, 117]","[44, 52, 104]"
SmoothSubspace with 9 segments for 4 permutations and nobottleneck,0.861477687797004,3.78011246339859,11.9128682572772,7.70026081293262,8.13275579387856,108,39,"[4.367938545881259, 5.921409818465207, 3.7801124633985888]","[11.912868257277148, 10.791829598980062, 9.915334790874347]","[7.837874460685998, 8.439900637168945, 6.823007340942902]","[7.5449297113958895, 4.870419780514855, 6.135222327475758]","[44, 81, 108]","[39, 70, 146]"
SmoothSubspace with 9 segments for 5 permutations and nobottleneck,0.869864747776149,4.04495710268504,12.2518353565481,7.80391963686796,8.20687825386307,54,69,"[4.586386654128122, 4.044957102685039, 4.564344652450105]","[10.563036779909455, 12.251835356548112, 9.94040986971683]","[8.135883064176918, 8.428074651516225, 6.847801194910736]","[5.976650125781332, 8.206878253863072, 5.376065217266726]","[44, 54, 121]","[35, 69, 146]"
SmoothSubspace with 9 segments for 6 permutations and nobottleneck,0.865854159449839,4.11709174401707,10.9591271690886,7.6383835968853,6.8420354250715,9,39,"[4.117091744017065, 4.302859630282946, 4.237092584409303]","[10.95912716908856, 10.571336860617821, 10.70858166824571]","[7.9228564932128736, 8.22748124453162, 6.7648130529114]","[6.842035425071495, 6.2684772303348755, 6.471489083836407]","[9, 54, 147]","[39, 52, 135]"
SmoothSubspace with 9 segments for 7 permutations and nobottleneck,0.874928222327742,2.95672874036006,11.4829664164269,7.51606189085692,8.52623767606682,138,96,"[4.29879673561119, 3.8747725832666973, 2.956728740360063]","[10.131730860239468, 11.482966416426885, 11.157494876801884]","[7.707677217882393, 8.03489241849103, 6.805616036197333]","[5.832934124628278, 7.608193833160188, 8.200766136441821]","[44, 54, 138]","[49, 96, 146]"
SmoothSubspace with 9 segments for 8 permutations and nobottleneck,0.87359229631164,3.61071389137907,11.4710442558303,7.50624895345686,7.86033036445125,117,57,"[4.714432633074594, 4.221308620628232, 3.610713891379074]","[10.112096536709313, 11.47104425583032, 10.4695316360533]","[8.003720708867663, 8.205881664653417, 6.309144486849507]","[5.397663903634719, 7.249735635202088, 6.8588177446742264]","[9, 54, 117]","[30, 57, 146]"
SmoothSubspace with 9 segments for 9 permutations and nobottleneck,0.893966757653785,3.19263208099612,11.7276013568609,7.55399065593587,8.53496927586476,117,85,"[4.903092912071686, 4.463790150915008, 3.192632080996119]","[11.246420123544395, 11.727601356860879, 10.143412092012879]","[8.088323910407153, 8.141797758057692, 6.431850299342767]","[6.343327211472709, 7.263811205945871, 6.95078001101676]","[16, 54, 117]","[1, 85, 146]"
SmoothSubspace with 10 segments for 1 permutations and bottleneck,1.03922287517698,5.69809862317495,12.2978526094782,8.74548323285375,6.59975398630326,108,132,"[6.058767095275109, 6.062560147142726, 5.698098623174946]","[11.145349723262155, 11.997960589086402, 12.29785260947821]","[8.845796588515626, 9.235586116137783, 8.155066993907855]","[5.086582627987046, 5.935400441943676, 6.599753986303265]","[44, 89, 108]","[29, 97, 132]"
SmoothSubspace with 10 segments for 1 permutations and nobottleneck,0.947125732125927,4.64691936687297,11.8280043273031,8.50216892220889,7.18108496043017,129,83,"[5.735437661938378, 4.826712139418294, 4.646919366872974]","[11.325170179364962, 11.828004327303143, 11.02654768517024]","[8.502789965057696, 9.251738525945134, 7.751978275623838]","[5.589732517426584, 7.001292187884848, 6.379628318297265]","[16, 54, 129]","[10, 83, 127]"
SmoothSubspace with 10 segments for 2 permutations and nobottleneck,0.909090940355251,2.96430007218176,11.9648058372546,8.23868581345357,9.00050576507278,108,14,"[5.080596539145561, 4.818948306912592, 2.964300072181765]","[11.96480583725455, 10.902899924102655, 9.752294102041576]","[8.83656610244234, 8.517446652323482, 7.362044685594872]","[6.884209298108989, 6.083951617190063, 6.787994029859811]","[44, 54, 108]","[14, 92, 133]"
